Age;Job;Marital;Education;Default;Balance;Housing;Loan;Contact;Day;Month;Duration;Campaign;Pdays;Previous;Poutcome;Y
33;Management;Single;Tertiary;No;3821;No;No;Cellular;21;Nov;201;5;-1;0;Unknown;No
33;Entrepreneur;Married;Secondary;No;3140;Yes;Yes;Cellular;21;Nov;7;5;-1;0;Unknown;No
34;Technician;Single;Tertiary;No;362;Yes;No;Cellular;21;Nov;15;2;-1;0;Unknown;No
37;Blue-collar;Married;Primary;No;1322;Yes;No;Cellular;21;Nov;14;8;185;1;Other;No
45;Blue-collar;Married;Secondary;No;392;Yes;No;Cellular;21;Nov;391;2;127;2;Failure;No
32;Services;Single;Secondary;No;344;No;Yes;Cellular;21;Nov;21;7;141;9;Other;No
47;Admin;Married;Secondary;No;6695;No;No;Telephone;21;Nov;129;3;-1;0;Unknown;No
32;Services;Married;Secondary;No;3181;Yes;No;Cellular;21;Nov;118;2;176;7;Failure;No
32;Self-employed;Single;Tertiary;No;368;No;No;Cellular;21;Nov;149;2;-1;0;Unknown;No
35;Technician;Single;Secondary;No;1183;Yes;No;Cellular;21;Nov;21;3;185;2;Failure;No
55;Unemployed;Married;Tertiary;No;4809;Yes;No;Cellular;21;Nov;223;2;186;3;Other;No
49;Technician;Married;Secondary;No;5996;No;No;Telephone;21;Nov;345;2;-1;0;Unknown;No
33;Management;Divorced;Tertiary;No;0;Yes;Yes;Cellular;21;Nov;211;7;94;8;Failure;No
41;Services;Single;Primary;No;5907;Yes;No;Cellular;21;Nov;6;5;-1;0;Unknown;No
52;Services;Married;Primary;No;2618;Yes;No;Cellular;21;Nov;73;2;-1;0;Unknown;No
42;Self-employed;Divorced;Secondary;No;484;Yes;No;Cellular;21;Nov;321;3;127;3;Failure;No
41;Management;Married;Tertiary;No;4063;Yes;No;Cellular;21;Nov;110;2;-1;0;Unknown;No
47;Technician;Married;Secondary;No;2283;Yes;No;Cellular;21;Nov;170;2;-1;0;Unknown;No
58;Entrepreneur;Married;Secondary;No;0;No;Yes;Cellular;21;Nov;56;2;-1;0;Unknown;No
50;Blue-collar;Married;Primary;No;0;No;No;Cellular;21;Nov;281;2;191;2;Failure;No
34;Management;Married;Tertiary;No;714;Yes;No;Cellular;21;Nov;328;4;113;27;Failure;No
47;Blue-collar;Married;Primary;No;3451;No;Yes;Cellular;21;Nov;125;2;-1;0;Unknown;No
43;Technician;Married;Secondary;No;282;No;Yes;Cellular;21;Nov;48;2;-1;0;Unknown;No
36;Management;Single;Tertiary;No;339;No;No;Cellular;21;Nov;6;6;-1;0;Unknown;No
35;Self-employed;Single;Secondary;No;1732;No;No;Telephone;21;Nov;1441;3;-1;0;Unknown;No
48;Management;Married;Tertiary;No;7825;No;No;Telephone;21;Nov;77;5;-1;0;Unknown;No
37;Admin;Single;Secondary;No;1097;Yes;No;Cellular;21;Nov;1555;2;-1;0;Unknown;Yes
57;Self-employed;Single;Primary;No;6056;Yes;No;Cellular;21;Nov;18;5;-1;0;Unknown;No
38;Management;Single;Tertiary;No;6742;No;No;Cellular;21;Nov;8;2;-1;0;Unknown;No
45;Technician;Married;Secondary;No;1971;Yes;No;Cellular;21;Nov;182;3;-1;0;Unknown;No
41;Entrepreneur;Married;Secondary;No;0;Yes;Yes;Cellular;21;Nov;12;5;190;1;Failure;No
47;Housemaid;Married;Tertiary;No;333;No;No;Telephone;21;Nov;8;5;137;1;Failure;No
37;Management;Single;Tertiary;No;2173;No;No;Cellular;21;Nov;158;3;114;1;Failure;No
51;Self-employed;Married;Tertiary;No;2235;No;No;Cellular;21;Nov;8;3;-1;0;Unknown;No
43;Entrepreneur;Married;Primary;No;346;Yes;No;Cellular;21;Nov;9;5;-1;0;Unknown;No
59;Management;Married;Tertiary;No;20798;Yes;No;Cellular;21;Nov;9;7;-1;0;Unknown;No
32;Technician;Single;Tertiary;No;665;Yes;No;Cellular;21;Nov;22;5;-1;0;Unknown;No
50;Entrepreneur;Married;Tertiary;No;6825;No;No;Cellular;21;Nov;24;9;-1;0;Unknown;No
46;Admin;Married;Secondary;No;3098;Yes;No;Telephone;21;Nov;192;9;-1;0;Unknown;No
42;Management;Married;Tertiary;No;1275;Yes;Yes;Cellular;21;Nov;925;5;-1;0;Unknown;Yes
44;Unemployed;Married;Secondary;No;0;No;No;Cellular;21;Nov;175;4;-1;0;Unknown;No
37;Blue-collar;Single;Secondary;No;3111;Yes;No;Cellular;21;Nov;9;3;185;2;Failure;No
32;Admin;Married;Secondary;No;4764;No;No;Telephone;21;Nov;69;2;-1;0;Unknown;No
32;Admin;Married;Tertiary;No;79;Yes;No;Cellular;21;Nov;37;2;-1;0;Unknown;No
54;Management;Married;Primary;No;5787;No;No;Telephone;21;Nov;240;2;-1;0;Unknown;No
35;Technician;Married;Secondary;No;587;No;Yes;Cellular;21;Nov;23;8;126;5;Other;No
33;Management;Single;Tertiary;No;3495;Yes;Yes;Cellular;21;Nov;11;2;-1;0;Unknown;No
35;Services;Married;Secondary;No;537;No;Yes;Cellular;21;Nov;11;4;-1;0;Unknown;No
49;Services;Married;Primary;No;0;Yes;No;Cellular;21;Nov;13;2;192;1;Other;No
53;Technician;Divorced;Secondary;No;173;No;Yes;Cellular;21;Nov;412;2;143;1;Failure;No
31;Management;Married;Tertiary;No;1402;No;No;Cellular;21;Nov;104;2;-1;0;Unknown;No
57;Services;Divorced;Secondary;No;4664;No;No;Cellular;21;Nov;22;4;114;1;Failure;No
46;Technician;Divorced;Tertiary;No;0;Yes;No;Cellular;21;Nov;234;5;102;5;Failure;No
46;Admin;Married;Secondary;No;9319;Yes;No;Cellular;21;Nov;31;7;-1;0;Unknown;No
51;Technician;Married;Secondary;No;2937;No;No;Telephone;21;Nov;30;3;-1;0;Unknown;No
34;Management;Married;Tertiary;No;6808;Yes;No;Cellular;21;Nov;8;3;-1;0;Unknown;No
30;Services;Married;Secondary;No;9531;No;No;Cellular;21;Nov;105;4;-1;0;Unknown;No
45;Entrepreneur;Married;Secondary;No;-264;No;No;Cellular;21;Nov;85;2;-1;0;Unknown;No
36;Blue-collar;Married;Tertiary;Yes;-530;Yes;No;Cellular;21;Nov;36;2;-1;0;Unknown;No
37;Services;Married;Tertiary;No;0;Yes;No;Cellular;21;Nov;11;3;175;1;Failure;No
36;Management;Single;Tertiary;No;515;Yes;No;Cellular;21;Nov;14;7;-1;0;Unknown;No
56;Blue-collar;Married;Secondary;No;1521;Yes;Yes;Cellular;21;Nov;19;2;179;3;Other;No
31;Blue-collar;Married;Primary;No;1601;No;No;Cellular;21;Nov;521;3;-1;0;Unknown;No
40;Technician;Married;Tertiary;No;180;Yes;Yes;Cellular;21;Nov;48;4;-1;0;Unknown;No
50;Self-employed;Married;Tertiary;No;0;No;No;Cellular;21;Nov;37;2;-1;0;Unknown;No
38;Services;Divorced;Secondary;No;8554;Yes;No;Cellular;21;Nov;29;2;176;4;Other;No
36;Unemployed;Married;Primary;No;2347;Yes;No;Cellular;21;Nov;5;3;-1;0;Unknown;No
32;Management;Single;Tertiary;No;0;No;No;Cellular;21;Nov;9;6;-1;0;Unknown;No
35;Self-employed;Single;Tertiary;No;4693;Yes;No;Cellular;21;Nov;227;5;-1;0;Unknown;No
38;Technician;Married;Secondary;No;1063;Yes;No;Cellular;21;Nov;51;5;113;2;Failure;No
51;Management;Single;Tertiary;No;8265;Yes;No;Cellular;21;Nov;168;3;-1;0;Unknown;No
32;Services;Single;Secondary;No;875;Yes;No;Cellular;21;Nov;1015;2;-1;0;Unknown;No
46;Management;Divorced;Tertiary;No;-94;Yes;No;Cellular;21;Nov;183;4;-1;0;Unknown;No
45;Blue-collar;Single;Primary;No;2121;No;No;Cellular;21;Nov;326;2;-1;0;Unknown;No
34;Blue-collar;Married;Primary;No;2720;Yes;No;Cellular;21;Nov;147;2;179;3;Failure;No
35;Self-employed;Married;Secondary;No;8883;No;No;Cellular;21;Nov;33;3;-1;0;Unknown;No
36;Management;Married;Tertiary;No;0;Yes;No;Cellular;21;Nov;72;3;29;4;Success;No
32;Technician;Single;Tertiary;No;785;Yes;No;Cellular;21;Nov;53;2;-1;0;Unknown;No
49;Technician;Married;Tertiary;No;1077;Yes;No;Cellular;21;Nov;79;4;-1;0;Unknown;No
42;Management;Married;Tertiary;No;5;No;No;Cellular;21;Nov;1067;2;-1;0;Unknown;No
39;Entrepreneur;Married;Tertiary;No;442;No;No;Cellular;21;Nov;10;3;-1;0;Unknown;No
44;Management;Married;Tertiary;No;736;No;No;Cellular;21;Nov;71;9;-1;0;Unknown;No
36;Technician;Married;Tertiary;No;4932;Yes;No;Cellular;21;Nov;273;5;-1;0;Unknown;No
38;Management;Divorced;Secondary;No;-17;No;No;Cellular;21;Nov;11;4;-1;0;Unknown;No
32;Technician;Married;Secondary;No;1308;Yes;No;Cellular;21;Nov;274;3;-1;0;Unknown;No
50;Technician;Married;Primary;No;-315;No;Yes;Cellular;21;Nov;61;7;136;1;Failure;No
49;Admin;Single;Secondary;No;981;Yes;No;Telephone;21;Nov;10;3;-1;0;Unknown;No
30;Blue-collar;Single;Tertiary;No;4127;Yes;No;Telephone;21;Nov;47;4;-1;0;Unknown;No
40;Blue-collar;Married;Secondary;No;-648;Yes;No;Cellular;21;Nov;280;2;-1;0;Unknown;No
42;Services;Single;Unknown;No;410;No;No;Cellular;21;Nov;34;2;-1;0;Unknown;No
40;Blue-collar;Divorced;Primary;Yes;0;Yes;No;Telephone;21;Nov;333;3;-1;0;Unknown;No
36;Blue-collar;Married;Primary;No;156;Yes;No;Cellular;21;Nov;219;2;-1;0;Unknown;No
50;Admin;Divorced;Secondary;No;797;Yes;No;Telephone;21;Nov;205;3;119;8;Failure;No
54;Self-employed;Divorced;Secondary;No;1016;Yes;No;Cellular;21;Nov;643;3;-1;0;Unknown;No
31;Management;Single;Tertiary;No;1899;No;No;Telephone;22;Nov;1914;1;-1;0;Unknown;No
28;Student;Single;Tertiary;No;290;Yes;No;Telephone;27;Nov;24;1;-1;0;Unknown;No
23;Unemployed;Single;Primary;No;1003;No;No;Telephone;27;Nov;8;1;-1;0;Unknown;Yes
41;Technician;Married;Secondary;No;0;Yes;No;Telephone;4;Dec;43;1;-1;0;Unknown;No
38;Management;Divorced;Tertiary;No;0;Yes;Yes;Cellular;4;Dec;18;1;-1;0;Unknown;No
50;Technician;Married;Tertiary;No;72;No;No;Telephone;5;Dec;12;1;-1;0;Unknown;No
30;Blue-collar;Single;Secondary;No;130;No;No;Telephone;5;Dec;291;1;-1;0;Unknown;No
22;Management;Single;Tertiary;No;760;No;No;Telephone;7;Dec;6;1;-1;0;Unknown;No
39;Technician;Married;Secondary;No;616;No;No;Telephone;8;Dec;170;1;-1;0;Unknown;No
32;Management;Single;Tertiary;No;2223;No;No;Unknown;9;Dec;10;1;-1;0;Unknown;No
34;Services;Married;Tertiary;No;1442;No;No;Cellular;11;Dec;234;1;-1;0;Unknown;No
55;Retired;Divorced;Secondary;No;366;No;No;Telephone;11;Dec;173;1;-1;0;Unknown;No
38;Management;Married;Tertiary;No;0;Yes;No;Telephone;12;Dec;136;1;-1;0;Unknown;No
32;Blue-collar;Single;Secondary;No;232;No;No;Unknown;13;Dec;232;1;-1;0;Unknown;No
53;Management;Divorced;Secondary;No;1004;No;Yes;Telephone;22;Dec;119;1;-1;0;Unknown;Yes
28;Admin;Single;Secondary;No;6100;No;No;Unknown;27;Dec;333;1;-1;0;Unknown;No
59;Management;Married;Tertiary;No;2143;Yes;No;Cellular;28;Jan;59;1;268;1;Failure;No
40;Management;Married;Tertiary;No;378;Yes;Yes;Cellular;28;Jan;260;1;268;2;Failure;No
28;Admin;Married;Tertiary;No;654;No;No;Cellular;28;Jan;198;1;-1;0;Unknown;No
46;Technician;Married;Tertiary;No;0;Yes;No;Cellular;28;Jan;58;1;-1;0;Unknown;No
54;Technician;Married;Secondary;No;1076;No;No;Cellular;28;Jan;338;1;-1;0;Unknown;No
53;Unknown;Married;Unknown;No;13;No;No;Telephone;28;Jan;69;1;-1;0;Unknown;No
29;Management;Married;Tertiary;No;805;No;No;Cellular;28;Jan;70;1;-1;0;Unknown;No
26;Admin;Single;Secondary;No;609;No;No;Telephone;28;Jan;112;1;-1;0;Unknown;No
48;Unemployed;Married;Tertiary;No;641;No;No;Cellular;28;Jan;113;1;-1;0;Unknown;No
38;Management;Single;Tertiary;No;574;Yes;No;Cellular;28;Jan;62;1;-1;0;Unknown;No
42;Unemployed;Divorced;Secondary;No;759;No;No;Cellular;28;Jan;97;1;169;3;Failure;No
43;Technician;Divorced;Secondary;No;87;Yes;No;Cellular;28;Jan;130;1;247;2;Failure;No
42;Management;Divorced;Tertiary;No;266;No;Yes;Cellular;28;Jan;228;1;-1;0;Unknown;No
59;Services;Divorced;Secondary;No;1;Yes;No;Cellular;28;Jan;602;1;253;5;Other;Yes
27;Services;Single;Secondary;No;-232;No;No;Cellular;28;Jan;285;1;-1;0;Unknown;No
37;Housemaid;Single;Secondary;No;1358;No;No;Telephone;28;Jan;119;1;-1;0;Unknown;No
36;Technician;Married;Tertiary;No;167;Yes;No;Cellular;28;Jan;57;1;-1;0;Unknown;No
58;Retired;Married;Tertiary;No;-607;No;Yes;Cellular;28;Jan;145;1;-1;0;Unknown;No
28;Housemaid;Married;Primary;No;5;No;No;Cellular;28;Jan;30;1;-1;0;Unknown;No
42;Technician;Divorced;Secondary;No;-593;No;No;Cellular;28;Jan;69;1;-1;0;Unknown;No
26;Management;Single;Tertiary;No;2725;No;No;Cellular;28;Jan;267;1;-1;0;Unknown;No
36;Blue-collar;Married;Primary;No;70;Yes;No;Cellular;28;Jan;164;1;-1;0;Unknown;No
42;Services;Married;Secondary;No;774;No;No;Cellular;28;Jan;997;1;-1;0;Unknown;Yes
38;Blue-collar;Divorced;Secondary;No;316;Yes;No;Cellular;28;Jan;223;1;247;2;Success;No
43;Entrepreneur;Single;Unknown;No;323;No;No;Cellular;28;Jan;159;1;226;1;Success;No
55;Retired;Married;Secondary;No;1431;No;Yes;Cellular;28;Jan;107;1;-1;0;Unknown;No
43;Entrepreneur;Divorced;Tertiary;No;626;Yes;No;Cellular;28;Jan;72;1;167;2;Failure;No
30;Management;Single;Tertiary;No;13;Yes;No;Cellular;28;Jan;204;1;-1;0;Unknown;No
40;Technician;Single;Secondary;No;2017;Yes;No;Cellular;28;Jan;105;1;244;1;Other;No
38;Blue-collar;Married;Secondary;No;67;No;No;Cellular;28;Jan;74;1;239;2;Failure;No
57;Technician;Married;Secondary;No;589;Yes;No;Cellular;28;Jan;198;1;244;1;Other;No
60;Retired;Married;Primary;No;8025;No;No;Cellular;28;Jan;194;1;-1;0;Unknown;No
32;Student;Married;Secondary;No;0;No;No;Cellular;28;Jan;558;1;-1;0;Unknown;No
47;Technician;Married;Secondary;No;459;No;No;Cellular;28;Jan;226;1;-1;0;Unknown;No
55;Technician;Divorced;Secondary;Yes;4;No;No;Cellular;28;Jan;1048;1;-1;0;Unknown;Yes
27;Technician;Single;Tertiary;No;3064;No;Yes;Cellular;28;Jan;389;1;-1;0;Unknown;No
26;Unemployed;Single;Tertiary;No;814;No;No;Cellular;28;Jan;1387;1;-1;0;Unknown;Yes
30;Management;Single;Tertiary;No;188;No;No;Cellular;28;Jan;66;1;-1;0;Unknown;No
34;Admin;Married;Secondary;No;260;No;No;Cellular;28;Jan;50;1;-1;0;Unknown;No
30;Student;Single;Tertiary;No;699;No;No;Cellular;28;Jan;396;1;-1;0;Unknown;No
59;Blue-collar;Married;Primary;No;8;No;No;Telephone;28;Jan;56;1;-1;0;Unknown;No
38;Blue-collar;Single;Primary;No;127;Yes;No;Cellular;28;Jan;70;1;-1;0;Unknown;No
28;Admin;Married;Secondary;No;511;No;No;Cellular;28;Jan;485;1;-1;0;Unknown;No
51;Retired;Married;Secondary;No;965;Yes;No;Cellular;28;Jan;67;1;-1;0;Unknown;No
48;Services;Married;Secondary;No;651;No;Yes;Cellular;28;Jan;228;1;196;2;Failure;No
30;Management;Single;Tertiary;No;464;No;No;Cellular;28;Jan;80;1;-1;0;Unknown;No
29;Management;Married;Tertiary;No;451;No;No;Cellular;28;Jan;451;1;-1;0;Unknown;No
53;Unemployed;Single;Secondary;No;6248;No;No;Cellular;28;Jan;885;1;-1;0;Unknown;No
49;Technician;Married;Secondary;No;808;Yes;No;Cellular;28;Jan;1232;1;-1;0;Unknown;Yes
53;Technician;Divorced;Secondary;No;392;Yes;No;Cellular;28;Jan;70;1;245;1;Failure;No
53;Retired;Married;Primary;No;1068;No;No;Cellular;28;Jan;200;1;-1;0;Unknown;No
33;Blue-collar;Married;Secondary;Yes;-354;Yes;Yes;Cellular;28;Jan;104;1;245;2;Failure;No
29;Admin;Single;Tertiary;No;8;No;No;Cellular;28;Jan;468;1;-1;0;Unknown;No
37;Unemployed;Divorced;Secondary;No;57;Yes;No;Cellular;28;Jan;99;1;-1;0;Unknown;No
26;Services;Married;Secondary;No;285;No;No;Cellular;28;Jan;100;1;-1;0;Unknown;No
49;Management;Married;Tertiary;No;865;No;No;Cellular;28;Jan;280;1;-1;0;Unknown;No
28;Services;Divorced;Secondary;No;356;No;No;Cellular;28;Jan;296;1;-1;0;Unknown;No
37;Management;Married;Tertiary;No;-76;Yes;No;Cellular;28;Jan;230;1;204;1;Other;No
48;Blue-collar;Married;Primary;No;1678;No;No;Cellular;28;Jan;263;2;-1;0;Unknown;No
26;Self-employed;Single;Tertiary;No;25;No;No;Cellular;28;Jan;158;1;-1;0;Unknown;No
46;Technician;Married;Unknown;No;557;Yes;No;Cellular;28;Jan;148;1;197;4;Failure;No
32;Blue-collar;Single;Secondary;No;3662;No;No;Telephone;28;Jan;309;1;-1;0;Unknown;No
57;Services;Divorced;Primary;No;362;No;No;Cellular;28;Jan;91;1;231;1;Failure;No
52;Services;Married;Secondary;No;393;Yes;Yes;Cellular;28;Jan;446;1;182;8;Failure;No
30;Management;Single;Tertiary;No;1572;No;No;Cellular;28;Jan;200;1;-1;0;Unknown;No
43;Management;Married;Tertiary;No;344;Yes;Yes;Cellular;28;Jan;282;1;238;2;Failure;No
43;Technician;Married;Secondary;No;3049;No;No;Cellular;28;Jan;383;2;-1;0;Unknown;No
46;Technician;Divorced;Secondary;No;741;Yes;No;Cellular;28;Jan;83;1;258;1;Other;No
41;Management;Married;Tertiary;No;226;No;No;Cellular;28;Jan;227;1;-1;0;Unknown;No
28;Student;Single;Tertiary;No;1096;No;No;Cellular;28;Jan;81;2;-1;0;Unknown;No
27;Management;Single;Secondary;No;589;No;No;Cellular;28;Jan;24;1;-1;0;Unknown;No
32;Admin;Single;Secondary;No;254;Yes;No;Cellular;28;Jan;319;1;-1;0;Unknown;No
48;Technician;Married;Secondary;No;0;Yes;No;Cellular;28;Jan;123;1;204;1;Failure;No
46;Management;Married;Tertiary;No;460;No;No;Cellular;28;Jan;56;1;-1;0;Unknown;No
30;Admin;Single;Secondary;No;1309;No;No;Cellular;28;Jan;622;1;-1;0;Unknown;Yes
42;Technician;Single;Secondary;No;823;Yes;No;Cellular;28;Jan;137;1;-1;0;Unknown;No
27;Technician;Single;Tertiary;No;28;No;No;Cellular;28;Jan;174;1;-1;0;Unknown;No
43;Technician;Married;Secondary;No;-57;No;No;Cellular;28;Jan;41;1;-1;0;Unknown;No
29;Admin;Single;Secondary;No;187;No;No;Cellular;28;Jan;299;1;-1;0;Unknown;No
28;Student;Single;Secondary;No;101;No;No;Cellular;28;Jan;90;1;-1;0;Unknown;No
26;Unemployed;Single;Secondary;No;461;No;No;Cellular;28;Jan;214;1;-1;0;Unknown;No
29;Blue-collar;Single;Secondary;No;415;No;Yes;Cellular;28;Jan;161;1;-1;0;Unknown;No
44;Services;Married;Secondary;No;983;No;No;Cellular;28;Jan;123;1;-1;0;Unknown;No
28;Unemployed;Single;Secondary;No;23;No;No;Cellular;28;Jan;154;1;-1;0;Unknown;No
43;Services;Married;Secondary;No;2478;Yes;No;Cellular;28;Jan;347;1;230;1;Failure;No
52;Technician;Married;Unknown;No;425;Yes;No;Cellular;28;Jan;219;2;254;3;Failure;No
58;Blue-collar;Married;Secondary;No;584;No;No;Cellular;28;Jan;339;1;-1;0;Unknown;No
52;Technician;Married;Secondary;No;-35;No;Yes;Cellular;28;Jan;165;1;-1;0;Unknown;No
33;Management;Married;Tertiary;No;373;No;No;Cellular;28;Jan;384;1;-1;0;Unknown;No
33;Admin;Married;Secondary;No;4012;No;Yes;Cellular;28;Jan;90;1;265;4;Failure;No
32;Unemployed;Single;Secondary;No;71;No;No;Cellular;28;Jan;233;1;-1;0;Unknown;No
33;Management;Married;Tertiary;No;332;Yes;Yes;Cellular;28;Jan;706;1;-1;0;Unknown;No
31;Management;Single;Tertiary;No;581;Yes;Yes;Cellular;28;Jan;572;1;-1;0;Unknown;No
58;Technician;Married;Secondary;No;178;No;No;Cellular;28;Jan;109;1;-1;0;Unknown;No
34;Unknown;Single;Secondary;No;859;No;No;Cellular;28;Jan;829;1;-1;0;Unknown;Yes
47;Blue-collar;Married;Primary;No;1452;Yes;Yes;Cellular;28;Jan;181;1;177;2;Failure;No
36;Management;Married;Tertiary;No;105;No;No;Cellular;28;Jan;76;1;-1;0;Unknown;No
26;Blue-collar;Single;Secondary;No;78;No;No;Telephone;28;Jan;43;1;-1;0;Unknown;No
50;Blue-collar;Married;Secondary;No;378;Yes;No;Cellular;28;Jan;155;1;-1;0;Unknown;No
55;Services;Divorced;Secondary;No;322;Yes;No;Cellular;28;Jan;342;1;-1;0;Unknown;No
30;Management;Single;Tertiary;No;119;No;No;Cellular;28;Jan;430;1;-1;0;Unknown;No
53;Self-employed;Married;Tertiary;No;1672;No;No;Cellular;28;Jan;176;1;189;1;Failure;No
52;Unemployed;Married;Primary;No;20;Yes;No;Telephone;28;Jan;172;1;-1;0;Unknown;No
41;Management;Married;Tertiary;No;102;No;No;Cellular;28;Jan;244;1;-1;0;Unknown;No
58;Unemployed;Married;Primary;No;446;No;No;Cellular;28;Jan;402;2;-1;0;Unknown;No
49;Management;Divorced;Secondary;No;613;No;Yes;Cellular;28;Jan;301;1;-1;0;Unknown;No
58;Admin;Married;Unknown;No;903;No;No;Cellular;28;Jan;56;1;-1;0;Unknown;No
31;Management;Married;Tertiary;No;804;No;No;Cellular;28;Jan;146;1;-1;0;Unknown;No
52;Technician;Married;Secondary;No;98;Yes;No;Cellular;28;Jan;103;1;245;2;Failure;No
45;Technician;Married;Secondary;No;1686;No;No;Cellular;28;Jan;355;1;-1;0;Unknown;No
58;Retired;Married;Secondary;No;374;Yes;Yes;Cellular;28;Jan;223;1;196;1;Failure;No
51;Management;Married;Tertiary;No;409;Yes;No;Cellular;28;Jan;203;1;-1;0;Unknown;No
45;Technician;Married;Unknown;No;1938;No;No;Cellular;28;Jan;574;1;-1;0;Unknown;No
55;Blue-collar;Married;Secondary;No;93;No;Yes;Cellular;28;Jan;111;1;-1;0;Unknown;No
57;Retired;Married;Tertiary;No;34;No;Yes;Cellular;28;Jan;139;1;-1;0;Unknown;No
39;Unknown;Single;Unknown;No;0;No;No;Telephone;28;Jan;28;1;-1;0;Unknown;No
41;Admin;Divorced;Secondary;No;1088;Yes;No;Cellular;28;Jan;138;1;-1;0;Unknown;No
37;Technician;Married;Secondary;No;3720;Yes;No;Cellular;28;Jan;561;1;-1;0;Unknown;No
46;Management;Married;Unknown;No;638;Yes;No;Cellular;28;Jan;68;1;-1;0;Unknown;No
54;Unemployed;Divorced;Secondary;No;550;No;No;Cellular;28;Jan;131;1;-1;0;Unknown;No
26;Technician;Single;Secondary;No;3244;No;No;Cellular;28;Jan;390;1;-1;0;Unknown;No
31;Technician;Single;Tertiary;No;53;No;No;Cellular;28;Jan;97;2;-1;0;Unknown;No
59;Unemployed;Married;Secondary;No;309;No;No;Cellular;28;Jan;300;1;-1;0;Unknown;No
48;Technician;Married;Secondary;No;0;No;No;Cellular;28;Jan;142;1;-1;0;Unknown;No
44;Blue-collar;Married;Primary;No;8;No;No;Cellular;28;Jan;531;1;-1;0;Unknown;No
53;Technician;Married;Secondary;No;529;Yes;No;Cellular;28;Jan;558;1;-1;0;Unknown;No
54;Entrepreneur;Married;Tertiary;No;1129;No;Yes;Cellular;28;Jan;242;1;184;8;Failure;No
57;Management;Married;Secondary;No;0;No;No;Cellular;28;Jan;132;1;-1;0;Unknown;No
44;Unemployed;Single;Secondary;No;3945;No;No;Cellular;28;Jan;255;1;-1;0;Unknown;No
60;Retired;Married;Primary;No;1216;No;No;Cellular;28;Jan;156;1;-1;0;Unknown;No
45;Housemaid;Married;Primary;No;1526;Yes;No;Telephone;28;Jan;109;1;-1;0;Unknown;No
41;Blue-collar;Married;Primary;No;620;No;No;Cellular;28;Jan;314;1;-1;0;Unknown;No
41;Services;Divorced;Secondary;No;1400;No;No;Cellular;28;Jan;191;1;-1;0;Unknown;No
29;Admin;Married;Secondary;No;19;No;No;Cellular;28;Jan;80;1;-1;0;Unknown;No
54;Retired;Divorced;Tertiary;No;726;No;No;Cellular;28;Jan;246;1;-1;0;Unknown;No
56;Unemployed;Married;Secondary;No;-246;No;Yes;Cellular;28;Jan;461;2;204;2;Failure;No
31;Unemployed;Married;Secondary;No;20;No;No;Cellular;28;Jan;304;1;71;1;Failure;No
43;Self-employed;Married;Secondary;No;284;No;No;Cellular;28;Jan;256;1;-1;0;Unknown;No
32;Services;Single;Secondary;No;951;No;No;Cellular;28;Jan;77;1;-1;0;Unknown;No
35;Unemployed;Single;Primary;No;-17;No;No;Cellular;28;Jan;100;1;-1;0;Unknown;No
44;Technician;Married;Secondary;No;306;Yes;No;Cellular;28;Jan;374;1;-1;0;Unknown;No
31;Technician;Married;Secondary;No;0;Yes;Yes;Cellular;28;Jan;71;1;223;9;Other;No
38;Technician;Single;Secondary;No;275;Yes;No;Cellular;28;Jan;52;1;-1;0;Unknown;No
31;Housemaid;Single;Tertiary;No;596;No;No;Telephone;28;Jan;30;1;-1;0;Unknown;No
43;Blue-collar;Married;Primary;No;2317;No;No;Cellular;28;Jan;412;1;-1;0;Unknown;No
38;Blue-collar;Married;Secondary;No;105;Yes;No;Cellular;28;Jan;158;1;265;2;Failure;No
46;Management;Divorced;Tertiary;No;194;No;No;Cellular;28;Jan;97;1;-1;0;Unknown;No
50;Blue-collar;Single;Tertiary;No;218;No;No;Cellular;28;Jan;268;1;-1;0;Unknown;No
45;Management;Married;Secondary;No;0;Yes;Yes;Cellular;28;Jan;625;1;-1;0;Unknown;No
35;Blue-collar;Married;Primary;No;21;No;No;Cellular;28;Jan;121;1;-1;0;Unknown;No
44;Admin;Married;Primary;No;127;Yes;No;Cellular;28;Jan;273;1;-1;0;Unknown;No
55;Unemployed;Married;Secondary;No;512;No;No;Cellular;28;Jan;70;1;-1;0;Unknown;No
36;Services;Married;Tertiary;No;301;No;No;Cellular;28;Jan;333;1;-1;0;Unknown;No
37;Housemaid;Married;Secondary;No;723;No;No;Telephone;28;Jan;39;1;-1;0;Unknown;No
26;Admin;Single;Secondary;No;52;No;No;Cellular;28;Jan;287;1;-1;0;Unknown;No
49;Unemployed;Married;Primary;No;213;No;No;Cellular;28;Jan;60;1;-1;0;Unknown;No
31;Self-employed;Single;Tertiary;No;1657;Yes;Yes;Cellular;28;Jan;872;1;-1;0;Unknown;Yes
38;Management;Married;Tertiary;No;1066;Yes;No;Cellular;28;Jan;86;1;189;1;Failure;No
51;Admin;Married;Secondary;No;176;No;No;Cellular;28;Jan;214;1;183;2;Failure;No
44;Admin;Married;Secondary;No;429;Yes;No;Cellular;28;Jan;99;1;246;4;Failure;No
42;Housemaid;Single;Secondary;No;578;No;No;Telephone;28;Jan;44;1;-1;0;Unknown;No
58;Unemployed;Married;Secondary;No;149;Yes;No;Cellular;28;Jan;289;1;-1;0;Unknown;No
